record,Bullied_on_school_property_in_past_12_months,Bullied_not_on_school_property_in_past_12_months,Cyber_bullied_in_past_12_months,Custom_Age,Sex,Physically_attacked,Physical_fighting,Felt_lonely,Close_friends,Other_students_kind_and_helpful,Parents_understand_problems,Were_underweight,Were_overweight,score
2229,0,0,0,15 years old,1,0 times,0 times,Never,2,Most of the time,Rarely,0,0,7
2230,0,1,1,14 years old,0,0 times,0 times,Never,3 or more,Sometimes,Never,0,0,66
2231,0,0,0,16 years old,0,0 times,0 times,Rarely,2,Sometimes,Sometimes,0,0,6
2233,0,0,0,15 years old,1,0 times,0 times,Never,0,Sometimes,Sometimes,0,0,7
2235,1,1,1,16 years old,1,10 or more times,0 times,Sometimes,3 or more,Sometimes,Most of the time,0,1,100
2236,0,0,1,15 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Most of the time,0,0,35
2242,0,0,0,15 years old,1,0 times,0 times,Sometimes,3 or more,Sometimes,Rarely,0,0,7
2243,0,0,0,15 years old,1,0 times,0 times,Rarely,2,Sometimes,Most of the time,0,0,5
2251,0,0,0,17 years old,1,0 times,0 times,Never,1,Most of the time,Always,0,0,5
2254,1,0,1,17 years old,0,4 or 5 times,0 times,Sometimes,3 or more,Sometimes,Rarely,0,0,70
2255,1,1,0,16 years old,1,1 time,1 to 3 times,Sometimes,3 or more,Sometimes,Sometimes,0,0,68
2256,1,0,0,16 years old,1,0 times,0 times,Sometimes,3 or more,Sometimes,Sometimes,0,0,36
2257,0,0,0,17 years old,0,0 times,0 times,Sometimes,2,Most of the time,Sometimes,0,1,8
2260,0,0,0,14 years old,0,1 time,0 times,Most of the time,3 or more,Always,Sometimes,0,0,6
2261,0,0,0,13 years old,1,0 times,0 times,Rarely,1,Never,Sometimes,0,0,9
2275,0,0,0,14 years old,0,1 time,1 to 3 times,Rarely,3 or more,Sometimes,Sometimes,0,0,7
2276,0,0,0,14 years old,1,0 times,0 times,Never,0,Rarely,Always,0,0,4
2277,0,0,0,13 years old,1,0 times,0 times,Rarely,3 or more,Always,Never,0,1,5
2278,0,0,0,13 years old,1,0 times,0 times,Rarely,3 or more,Sometimes,Never,0,1,7
2280,0,0,0,14 years old,0,0 times,0 times,Never,3 or more,Sometimes,Sometimes,0,0,4
2282,0,0,1,15 years old,1,0 times,1 to 3 times,Never,3 or more,Most of the time,Always,0,0,34
2295,1,0,0,14 years old,0,0 times,0 times,Most of the time,1,Never,Never,0,0,43
2296,0,0,1,16 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Never,0,0,39
2299,0,0,0,14 years old,0,0 times,0 times,Rarely,3 or more,Rarely,Never,0,1,6
2302,0,0,0,14 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Rarely,0,1,8
2304,0,0,0,16 years old,0,0 times,8 to 11 times,Rarely,3 or more,Most of the time,Sometimes,0,1,9
2314,0,0,0,15 years old,0,0 times,0 times,Rarely,3 or more,Always,Rarely,0,0,4
2316,1,1,1,15 years old,0,0 times,0 times,Sometimes,3 or more,Sometimes,Rarely,0,0,97
2317,0,1,1,17 years old,1,2 or 3 times,1 to 3 times,Rarely,2,Always,Sometimes,0,0,67
2319,0,0,0,17 years old,1,0 times,1 to 3 times,Sometimes,1,Always,Most of the time,0,0,6
2323,1,1,0,17 years old,0,0 times,0 times,Sometimes,2,Most of the time,Sometimes,0,0,68
2324,1,1,0,15 years old,0,0 times,0 times,Sometimes,2,Rarely,Never,0,0,68
2326,1,0,0,17 years old,0,0 times,0 times,Sometimes,3 or more,Never,Most of the time,0,0,37
2327,0,0,0,15 years old,1,0 times,0 times,Never,3 or more,Most of the time,Most of the time,0,0,4
2329,1,0,1,17 years old,0,0 times,0 times,Most of the time,2,Rarely,Rarely,0,0,68
2330,1,1,0,17 years old,0,0 times,0 times,Rarely,3 or more,Rarely,Never,0,1,66
2332,0,1,0,16 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Always,0,0,34
2334,0,1,0,17 years old,0,1 time,0 times,Sometimes,3 or more,Always,Always,0,1,33
2336,0,0,0,17 years old,1,1 time,1 to 3 times,Sometimes,1,Sometimes,Rarely,0,0,11
2337,0,0,0,17 years old,1,0 times,0 times,Never,3 or more,Always,Sometimes,0,0,2
2340,0,0,0,17 years old,1,0 times,0 times,Rarely,3 or more,Sometimes,Sometimes,0,0,5
2341,0,0,0,17 years old,1,0 times,1 to 3 times,Rarely,3 or more,Never,Rarely,0,1,9
2342,1,1,0,17 years old,0,0 times,0 times,Most of the time,3 or more,Most of the time,Always,0,0,66
2345,0,0,0,13 years old,0,0 times,0 times,Sometimes,3 or more,Sometimes,Always,0,1,4
2347,0,0,0,17 years old,1,0 times,4 to 7 times,Never,3 or more,Always,Most of the time,0,0,3
2351,0,0,0,13 years old,1,0 times,0 times,Never,3 or more,Rarely,Most of the time,0,1,2
2352,0,0,0,13 years old,0,0 times,0 times,Never,3 or more,Rarely,Never,0,0,5
2353,0,1,0,13 years old,0,1 time,0 times,Rarely,2,Rarely,Rarely,0,0,37
2358,0,0,1,15 years old,1,0 times,1 to 3 times,Sometimes,2,Most of the time,Never,1,0,41
2359,0,1,0,14 years old,0,0 times,0 times,Most of the time,3 or more,Always,Rarely,0,0,36
2360,0,0,0,14 years old,0,0 times,0 times,Sometimes,3 or more,Rarely,Most of the time,0,1,4
2363,0,1,1,15 years old,0,0 times,0 times,Rarely,3 or more,Always,Sometimes,0,1,63
2367,1,0,1,15 years old,0,1 time,0 times,Rarely,3 or more,Rarely,Rarely,0,0,66
2368,0,0,0,16 years old,0,0 times,0 times,Never,3 or more,Rarely,Always,0,0,1
2370,1,0,1,16 years old,1,0 times,0 times,Sometimes,1,Always,Never,0,0,68
2374,0,0,0,16 years old,0,0 times,0 times,Most of the time,1,Never,Always,0,0,9
2375,0,0,1,16 years old,0,0 times,0 times,Rarely,3 or more,Always,Always,0,1,31
2377,1,0,1,13 years old,1,0 times,1 to 3 times,Never,3 or more,Most of the time,Sometimes,0,0,66
2388,0,0,0,13 years old,0,8 or 9 times,1 to 3 times,Always,3 or more,Rarely,Always,0,0,11
2389,1,0,0,13 years old,0,1 time,1 to 3 times,Sometimes,3 or more,Rarely,Never,0,0,39
2392,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Always,Always,0,0,0
2394,0,0,1,13 years old,0,0 times,1 to 3 times,Most of the time,3 or more,Sometimes,Rarely,0,0,39
2395,0,0,0,14 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Rarely,0,0,7
2400,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Sometimes,Sometimes,0,0,4
2404,0,0,0,13 years old,1,0 times,0 times,Always,0,Most of the time,Always,0,0,10
2409,0,0,0,13 years old,0,0 times,0 times,Never,3 or more,Never,Always,0,0,4
2419,1,1,1,15 years old,1,1 time,0 times,Sometimes,0,Sometimes,Never,0,0,102
2421,0,0,0,15 years old,1,0 times,0 times,Sometimes,0,Most of the time,Rarely,0,0,11
2434,1,0,1,16 years old,0,0 times,1 to 3 times,Most of the time,3 or more,Rarely,Always,0,0,65
2435,1,1,0,14 years old,0,1 time,0 times,Never,2,Never,Sometimes,0,1,68
2438,0,0,0,15 years old,0,0 times,0 times,Never,3 or more,Rarely,Most of the time,0,1,2
2439,0,0,0,14 years old,0,0 times,0 times,Sometimes,1,Rarely,Rarely,0,0,8
2441,0,0,0,15 years old,0,0 times,0 times,Never,3 or more,Rarely,Never,0,0,5
2443,1,0,0,14 years old,0,0 times,0 times,Sometimes,0,Rarely,Rarely,0,0,39
2445,0,0,0,14 years old,1,0 times,12 or more times,Never,3 or more,Never,Always,0,1,8
2447,0,0,1,17 years old,0,0 times,0 times,Rarely,3 or more,Sometimes,Most of the time,0,1,34
2450,0,0,0,16 years old,1,2 or 3 times,0 times,Sometimes,3 or more,Never,Never,1,0,12
2452,0,1,1,15 years old,0,1 time,1 to 3 times,Rarely,2,Always,Rarely,0,1,67
2454,1,1,1,15 years old,1,2 or 3 times,8 to 11 times,Never,2,Never,Sometimes,0,0,102
2455,1,0,0,15 years old,1,10 or more times,0 times,Sometimes,2,Rarely,Never,0,0,43
2461,0,0,1,15 years old,0,0 times,0 times,Most of the time,3 or more,Sometimes,Never,0,0,39
2462,0,0,0,15 years old,1,0 times,1 to 3 times,Sometimes,2,Most of the time,Never,0,1,11
2468,0,0,0,14 years old,1,0 times,1 to 3 times,Never,3 or more,Most of the time,Most of the time,0,0,5
2469,0,0,0,14 years old,0,0 times,0 times,Most of the time,1,Sometimes,Rarely,0,1,10
2471,0,0,1,16 years old,1,2 or 3 times,4 to 7 times,Never,2,Always,Never,0,0,39
2472,0,0,0,15 years old,1,0 times,0 times,Rarely,3 or more,Always,Sometimes,0,0,3
2475,0,0,0,16 years old,1,0 times,1 to 3 times,Always,2,Sometimes,Never,0,1,12
2477,1,1,1,14 years old,0,2 or 3 times,0 times,Always,3 or more,Rarely,Never,0,0,101
2479,1,1,1,15 years old,1,0 times,0 times,Rarely,1,Never,Never,0,0,101
2480,1,0,0,15 years old,0,1 time,1 to 3 times,Sometimes,3 or more,Sometimes,Rarely,0,0,39
2482,0,1,1,16 years old,0,1 time,0 times,Most of the time,3 or more,Rarely,Always,0,1,65
2483,1,1,0,15 years old,0,1 time,1 to 3 times,Always,3 or more,Rarely,Rarely,0,0,70
2487,0,1,0,16 years old,1,1 time,1 to 3 times,Rarely,3 or more,Sometimes,Never,0,1,39
2488,0,0,1,16 years old,1,0 times,1 to 3 times,Sometimes,3 or more,Most of the time,Sometimes,0,0,38
2489,1,1,1,15 years old,0,0 times,1 to 3 times,Sometimes,3 or more,Rarely,Always,0,0,94
2490,0,0,0,15 years old,1,0 times,0 times,Never,2,Always,Most of the time,0,0,2
2497,0,0,0,15 years old,0,0 times,0 times,Never,3 or more,Most of the time,Most of the time,0,0,4
2505,1,0,0,16 years old,1,0 times,0 times,Never,1,Always,Always,0,0,32
2506,0,0,0,16 years old,0,0 times,0 times,Rarely,2,Sometimes,Rarely,0,0,7
2508,0,0,0,16 years old,1,1 time,1 to 3 times,Never,3 or more,Most of the time,Never,1,0,9
2510,1,1,1,15 years old,0,2 or 3 times,1 to 3 times,Most of the time,2,Never,Rarely,0,1,104
2514,0,0,0,15 years old,0,0 times,0 times,Most of the time,2,Rarely,Rarely,0,0,8
2516,0,0,0,15 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Most of the time,0,1,5
2518,1,1,0,15 years old,1,4 or 5 times,1 to 3 times,Sometimes,3 or more,Rarely,Never,0,0,71
2519,0,0,0,17 years old,1,1 time,0 times,Rarely,3 or more,Most of the time,Sometimes,0,0,7
2520,0,0,0,16 years old,0,0 times,1 to 3 times,Always,2,Rarely,Sometimes,0,0,9
2522,0,0,0,15 years old,1,0 times,0 times,Most of the time,3 or more,Rarely,Never,1,0,8
2523,0,0,0,15 years old,0,0 times,0 times,Rarely,2,Sometimes,Most of the time,0,1,5
2524,0,0,0,15 years old,1,0 times,0 times,Never,3 or more,Sometimes,Most of the time,0,1,3
2525,0,1,0,17 years old,0,0 times,0 times,Sometimes,2,Always,Always,0,0,33
2529,0,0,0,16 years old,1,0 times,0 times,Sometimes,0,Always,Rarely,0,0,8
2530,0,0,0,16 years old,1,0 times,0 times,Most of the time,3 or more,Most of the time,Most of the time,0,0,7
2531,0,0,1,16 years old,0,0 times,0 times,Never,0,Always,Never,0,0,37
2535,0,0,0,16 years old,0,0 times,0 times,Most of the time,2,Sometimes,Never,0,1,10
2536,0,0,0,16 years old,1,0 times,0 times,Never,3 or more,Rarely,Never,0,0,5
2538,0,0,0,16 years old,1,0 times,0 times,Rarely,1,Sometimes,Most of the time,0,1,6
2540,0,1,0,16 years old,0,0 times,0 times,Never,3 or more,Most of the time,Most of the time,0,0,34
2541,0,0,0,16 years old,0,0 times,1 to 3 times,Always,3 or more,Rarely,Never,0,0,10
2542,0,1,0,16 years old,0,2 or 3 times,1 to 3 times,Sometimes,3 or more,Rarely,Most of the time,0,1,37
2546,0,0,0,16 years old,0,0 times,0 times,Most of the time,3 or more,Most of the time,Never,0,1,10
2549,0,0,0,17 years old,1,0 times,1 to 3 times,Sometimes,2,Sometimes,Never,0,0,10
2551,0,0,0,16 years old,0,0 times,0 times,Rarely,3 or more,Sometimes,Rarely,0,0,6
2555,1,1,0,13 years old,1,1 time,1 to 3 times,Most of the time,2,Rarely,Always,0,0,67
2557,0,0,1,14 years old,1,0 times,1 to 3 times,Sometimes,3 or more,Never,Never,0,0,41
2558,0,0,0,14 years old,0,0 times,0 times,Never,3 or more,Rarely,Sometimes,0,0,3
2559,1,1,0,14 years old,0,1 time,0 times,Most of the time,2,Never,Never,0,0,73
2562,0,0,0,13 years old,0,0 times,1 to 3 times,Sometimes,3 or more,Never,Sometimes,0,0,9
2570,0,0,0,14 years old,0,0 times,0 times,Most of the time,1,Never,Never,0,0,13
2571,1,1,0,13 years old,0,0 times,1 to 3 times,Sometimes,1,Rarely,Never,0,1,70
2573,1,0,0,13 years old,0,0 times,0 times,Most of the time,3 or more,Rarely,Never,0,0,38
2575,0,0,0,13 years old,0,0 times,0 times,Always,3 or more,Rarely,Always,0,1,5
2577,1,1,0,15 years old,1,10 or more times,0 times,Most of the time,3 or more,Most of the time,Rarely,0,1,74
2579,0,0,0,13 years old,0,0 times,0 times,Sometimes,2,Most of the time,Sometimes,0,0,8
2586,1,1,1,13 years old,0,0 times,1 to 3 times,Always,3 or more,Rarely,Most of the time,0,1,97
2589,1,1,1,13 years old,0,1 time,0 times,Rarely,1,Sometimes,Sometimes,0,0,98
2591,0,0,0,13 years old,0,0 times,12 or more times,Rarely,3 or more,Sometimes,Most of the time,0,0,8
2595,0,0,0,13 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Sometimes,0,0,6
2596,0,1,0,14 years old,0,0 times,0 times,Most of the time,3 or more,Never,Sometimes,0,1,39
2601,0,0,0,13 years old,1,0 times,0 times,Sometimes,3 or more,Most of the time,Always,0,1,5
2607,0,0,0,15 years old,1,0 times,4 to 7 times,Never,3 or more,Always,Rarely,0,0,5
2610,0,1,1,14 years old,0,1 time,0 times,Rarely,3 or more,Most of the time,Always,0,1,65
2611,1,1,1,15 years old,0,0 times,0 times,Most of the time,0,Sometimes,Rarely,0,0,101
2613,1,1,1,14 years old,1,0 times,0 times,Rarely,2,Sometimes,Most of the time,0,0,95
2616,1,0,0,15 years old,1,0 times,1 to 3 times,Never,3 or more,Sometimes,Most of the time,0,0,34
2622,0,0,0,14 years old,0,0 times,0 times,Sometimes,2,Most of the time,Rarely,0,0,9
2623,0,0,0,14 years old,0,0 times,0 times,Never,3 or more,Always,Never,0,0,4
2624,0,0,1,14 years old,0,0 times,0 times,Rarely,3 or more,Sometimes,Rarely,0,0,36
2625,0,0,1,14 years old,1,0 times,1 to 3 times,Rarely,2,Sometimes,Sometimes,0,1,37
2631,0,0,1,15 years old,0,0 times,0 times,Never,1,Never,Never,0,0,40
2632,0,1,1,14 years old,0,0 times,0 times,Sometimes,1,Never,Never,0,0,72
2634,0,0,0,14 years old,1,1 time,0 times,Rarely,3 or more,Sometimes,Rarely,0,0,7
2643,0,0,0,16 years old,1,0 times,0 times,Never,3 or more,Sometimes,Sometimes,1,0,4
2650,0,0,0,15 years old,0,0 times,0 times,Never,3 or more,Never,Sometimes,1,0,6
2654,0,0,0,15 years old,1,2 or 3 times,1 to 3 times,Never,2,Sometimes,Always,0,0,6
2656,0,1,1,17 years old,0,0 times,0 times,Rarely,2,Sometimes,Rarely,0,0,67
2660,0,0,0,16 years old,1,1 time,1 to 3 times,Never,2,Sometimes,Sometimes,0,0,7
2663,0,1,1,17 years old,0,0 times,0 times,Most of the time,2,Most of the time,Never,0,0,71
2665,0,0,0,16 years old,1,0 times,0 times,Never,3 or more,Most of the time,Sometimes,0,0,5
2667,0,0,0,16 years old,1,0 times,1 to 3 times,Rarely,3 or more,Sometimes,Rarely,0,0,7
2668,0,1,0,15 years old,0,0 times,0 times,Sometimes,3 or more,Sometimes,Never,0,0,38
2671,0,0,0,16 years old,0,0 times,0 times,Never,3 or more,Never,Always,0,1,4
2672,0,0,0,15 years old,1,0 times,0 times,Sometimes,3 or more,Always,Always,0,0,2
2673,0,1,0,15 years old,0,0 times,0 times,Never,2,Rarely,Always,0,0,32
2674,0,0,0,15 years old,1,0 times,0 times,Rarely,3 or more,Rarely,Rarely,0,0,5
2684,0,0,0,16 years old,1,0 times,0 times,Rarely,3 or more,Sometimes,Always,0,1,3
2697,0,0,0,17 years old,0,0 times,0 times,Rarely,3 or more,Sometimes,Never,0,0,7
2698,0,0,0,16 years old,1,0 times,0 times,Rarely,3 or more,Sometimes,Always,0,1,3
2699,0,0,1,17 years old,1,0 times,0 times,Rarely,3 or more,Always,Always,0,1,31
2702,1,1,1,16 years old,1,0 times,1 to 3 times,Rarely,3 or more,Rarely,Sometimes,0,0,95
2703,0,0,0,16 years old,0,0 times,0 times,Rarely,2,Never,Rarely,0,1,9
2704,0,0,0,17 years old,1,0 times,0 times,Never,3 or more,Most of the time,Never,0,0,7
2705,0,0,0,16 years old,0,0 times,0 times,Sometimes,1,Rarely,Never,0,0,9
2706,0,1,0,16 years old,0,0 times,0 times,Never,1,Most of the time,Always,0,0,35
2707,0,0,0,16 years old,1,0 times,1 to 3 times,Never,3 or more,Always,Most of the time,0,1,2
2708,0,0,0,16 years old,1,0 times,1 to 3 times,Rarely,3 or more,Sometimes,Never,0,1,8
2709,0,0,0,17 years old,1,1 time,4 to 7 times,Rarely,3 or more,Sometimes,Most of the time,0,0,7
2710,0,0,1,16 years old,0,0 times,0 times,Sometimes,2,Most of the time,Always,0,0,36
2711,0,0,0,16 years old,1,0 times,1 to 3 times,Never,3 or more,Always,Never,0,1,5
2713,1,0,1,16 years old,1,0 times,0 times,Sometimes,3 or more,Most of the time,Always,0,0,65
2714,0,0,0,17 years old,1,0 times,0 times,Sometimes,3 or more,Always,Most of the time,0,0,3
2715,0,1,0,17 years old,1,4 or 5 times,8 to 11 times,Rarely,3 or more,Rarely,Sometimes,0,0,40
2716,0,0,0,16 years old,1,0 times,0 times,Never,3 or more,Most of the time,Rarely,0,0,6
2719,0,0,0,16 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Most of the time,0,1,5
2721,0,0,0,16 years old,0,1 time,0 times,Rarely,3 or more,Most of the time,Never,0,0,9
2723,0,0,1,16 years old,0,2 or 3 times,1 to 3 times,Sometimes,1,Sometimes,Never,0,0,43
2724,0,0,0,16 years old,0,0 times,0 times,Rarely,2,Never,Rarely,0,0,9
2729,0,0,0,17 years old,0,0 times,0 times,Never,3 or more,Most of the time,Always,0,0,3
2730,0,0,0,17 years old,0,0 times,0 times,Never,3 or more,Sometimes,Always,0,0,2
2731,0,1,0,16 years old,0,1 time,1 to 3 times,Most of the time,1,Always,Always,0,0,37
2738,0,0,0,13 years old,1,0 times,0 times,Rarely,3 or more,Always,Always,0,0,1
2739,0,0,0,13 years old,0,0 times,0 times,Rarely,3 or more,Sometimes,Most of the time,0,0,4
2740,0,0,0,14 years old,0,0 times,0 times,Rarely,3 or more,Sometimes,Never,0,0,7
2742,0,0,0,14 years old,1,1 time,1 to 3 times,Sometimes,2,Always,Always,0,0,5
